#sp   rion       Nb        pii      Viw
437 3.514625 0.852380 0.00815166 -185.379
438 3.513053 0.849069 0.00812401 -184.956
439 3.490941 0.261697 0.00770616 -176.507
440 3.494426 0.259005 0.00772152 -176.324
441 3.493220 0.261280 0.00771930 -176.432
442 3.493327 0.259480 0.00771156 -176.535
443 3.493481 0.257388 0.00772402 -176.419
444 3.492848 0.262875 0.00771623 -176.253
445 3.493678 0.258235 0.00771494 -176.610
446 3.494230 0.262552 0.00773411 -176.578
447 3.492647 0.261119 0.00771914 -176.519
448 3.493128 0.262707 0.00772368 -176.419
449 3.555414 0.291902 0.00850665 -188.711
450 3.552827 0.296016 0.00849446 -188.802
451 3.798496 0.489530 0.00907173 -184.460
452 3.799077 0.483020 0.00907501 -184.930
453 3.800322 0.479293 0.00908566 -184.767
454 3.798920 0.473895 0.00905777 -184.474
455 3.628633 0.773323 0.00943987 -190.782
456 3.370640 1.047024 0.00877413 -169.445
457 3.371619 1.048467 0.00879495 -169.912
458 3.626575 0.772141 0.00942128 -190.815
459 3.624977 0.770168 0.00940786 -190.698
460 3.627730 0.764825 0.00944299 -190.660
461 3.535941 0.989842 0.00936819 -180.251
462 3.535047 0.990249 0.00937662 -180.277
463 3.534838 0.990202 0.00934714 -180.104
464 3.316562 1.056125 0.00661291 -183.723
465 3.387711 1.048308 0.01070910 -187.121
466 3.318891 1.056789 0.00664920 -184.084
467 3.317430 1.058358 0.00665337 -184.161
468 3.317002 1.057761 0.00663384 -184.128
469 3.257165 0.810645 0.00687594 -164.350
470 3.315905 1.057180 0.00662756 -183.915
471 3.399904 0.987174 0.00678730 -187.662
472 3.184205 1.131294 0.00553071 -170.166
473 3.400101 0.986815 0.00679330 -187.939
474 3.398654 0.987660 0.00677327 -187.759
475 3.398019 0.987738 0.00677108 -187.808
476 3.184293 1.131425 0.00553288 -169.556
477 3.398337 0.987088 0.00677492 -187.789
478 3.183838 1.129917 0.00554081 -170.113
479 3.182888 1.131920 0.00553232 -170.179
480 3.398153 0.987408 0.00677798 -187.840
481 3.183971 1.130373 0.00552627 -170.009
482 3.184140 1.129407 0.00553129 -169.998
483 3.170590 1.195021 0.00663487 -175.445
