#sp   rion       Nb        pii      Viw
561 3.807712 1.003197 0.01735284 -185.855
562 3.807431 1.002931 0.01732501 -186.470
563 3.691425 0.995981 0.01349813 -186.438
564 3.807882 1.002839 0.01736045 -186.711
565 3.807744 1.003994 0.01738343 -186.156
566 3.693024 0.995545 0.01347266 -187.190
567 3.758559 0.977135 0.01235159 -180.848
568 3.689949 1.023107 0.01228198 -192.650
569 3.763022 0.976078 0.01243411 -180.391
570 3.757350 0.976929 0.01235278 -180.900
571 3.757997 0.977113 0.01239218 -180.998
572 3.758469 0.977447 0.01240036 -180.626
573 3.758222 0.976302 0.01239575 -181.291
574 3.691270 1.048022 0.01593496 -202.287
575 3.690083 1.049129 0.01593468 -202.415
576 3.688134 1.049138 0.01590633 -203.000
577 3.729487 1.012216 0.01491942 -208.540
578 4.075058 1.035725 0.01866640 -215.508
579 3.723416 1.083093 0.01245149 -204.798
580 3.616104 1.035455 0.01274060 -187.595
581 3.615821 1.034389 0.01276122 -187.496
582 3.725555 1.084366 0.01245383 -203.971
583 3.608993 1.036142 0.01271760 -187.387
584 3.720997 1.086853 0.01246121 -204.652
585 3.721762 1.085221 0.01242975 -204.283
586 3.614471 1.036044 0.01280326 -187.139
587 3.613504 1.035857 0.01271977 -187.641
588 3.676985 0.959937 0.01301964 -198.600
589 3.645698 0.992374 0.01399682 -203.567
590 3.675459 0.954507 0.01297502 -197.752
591 3.645203 0.993144 0.01395304 -204.775
592 3.643991 0.992698 0.01396542 -203.988
593 3.650477 1.021016 0.01425937 -204.853
594 3.950378 1.007661 0.01903958 -228.137
595 4.029529 1.012930 0.01697933 -203.669
596 3.759086 1.013408 0.01482218 -215.706
597 4.034058 1.012979 0.01700541 -204.021
598 3.762522 1.013314 0.01487618 -216.020
599 3.812241 1.036559 0.01631989 -201.976
600 3.689000 1.016904 0.01266002 -209.940
601 3.815077 1.038299 0.01638754 -202.125
602 3.925256 1.076608 0.01741766 -222.845
603 3.931571 1.073215 0.01744676 -222.995
604 3.927722 1.074157 0.01746330 -223.496
