#sp   rion       Nb        pii      Viw
301 4.169646 1.041399 0.02133076 -218.506
302 4.168901 1.042743 0.02131221 -218.793
303 4.168381 1.040824 0.02132087 -218.359
304 4.167602 1.041376 0.02130857 -218.554
305 4.166981 1.040536 0.02130624 -218.352
306 4.319861 1.052866 0.02167961 -208.262
307 4.168588 1.040491 0.02132413 -218.566
308 4.169140 1.041283 0.02131653 -218.510
309 4.353571 0.991820 0.02114853 -215.599
310 4.351041 0.992074 0.02116517 -215.624
311 4.166116 1.043226 0.02129046 -218.293
312 4.171787 1.042007 0.02133253 -218.613
313 4.707254 0.988029 0.02330820 -227.365
314 4.167609 1.042877 0.02133300 -218.706
315 4.707412 0.986576 0.02330921 -227.171
316 4.706581 0.988699 0.02331283 -227.269
317 4.708110 0.985840 0.02331025 -227.233
318 4.168074 1.043001 0.02131983 -218.670
319 4.169048 1.041337 0.02132287 -218.514
320 4.707854 0.985631 0.02330345 -227.458
321 4.707481 0.987627 0.02331496 -227.428
322 4.708739 0.984770 0.02331718 -226.869
323 4.708007 0.985758 0.02331137 -226.852
324 4.715500 0.994050 0.02364685 -239.177
325 4.718083 0.994372 0.02366295 -239.860
326 4.716372 0.993539 0.02365451 -239.325
327 4.716508 0.994273 0.02364597 -239.557
328 4.707082 0.987895 0.02331603 -227.295
329 4.708673 0.987837 0.02331267 -227.268
330 4.707298 0.987669 0.02330817 -227.083
331 4.707121 0.988890 0.02331328 -226.938
332 4.707127 0.985865 0.02329859 -227.051
333 4.708407 0.986549 0.02331413 -227.030
334 4.707045 0.987523 0.02329868 -227.295
335 4.426219 1.162603 0.02133506 -238.111
336 4.035693 1.175610 0.02068801 -219.457
337 4.428181 1.166667 0.02134760 -238.075
338 4.426803 1.168400 0.02133108 -238.346
339 4.037301 1.184041 0.02071294 -219.782
340 4.037811 1.177484 0.02071596 -220.139
341 4.037658 1.177002 0.02068231 -219.996
342 4.037492 1.174107 0.02072061 -219.981
343 4.208347 1.021511 0.02255664 -236.115
344 4.205633 1.020831 0.02253838 -236.264
345 4.038326 1.177001 0.02071187 -220.074
346 4.206190 1.020478 0.02256020 -235.965
347 4.204517 1.020967 0.02254504 -235.857
348 4.205436 1.020545 0.02253968 -235.807
349 4.206887 1.020900 0.02253400 -235.781
350 4.036066 1.177097 0.02067124 -219.566
351 3.965182 0.997659 0.01570127 -197.387
352 3.966203 0.999720 0.01572865 -197.629
353 3.966840 0.996613 0.01570145 -197.418
354 4.077805 1.053117 0.01979363 -221.858
355 4.129749 1.210219 0.02159153 -223.269
356 4.209782 1.385194 0.02034028 -220.186
357 4.130027 1.209857 0.02161175 -223.173
358 4.129386 1.208471 0.02158091 -223.394
359 4.210427 1.386599 0.02034919 -220.301
360 4.209528 1.382284 0.02034768 -219.761
361 4.130683 1.208757 0.02161345 -223.431
362 4.130306 1.208780 0.02159880 -223.358
363 4.129675 1.209350 0.02160593 -223.735
364 4.196009 1.240412 0.02099803 -216.327
365 4.191671 1.151223 0.02344263 -215.407
366 4.453254 1.091149 0.02444194 -214.992
367 4.453565 1.091202 0.02443599 -215.149
368 4.334543 1.193168 0.02388188 -229.430
369 4.334347 1.192039 0.02388448 -229.125
370 4.332512 1.193363 0.02388255 -229.743
371 4.292776 1.202189 0.02190106 -208.697
372 4.332957 1.193525 0.02387666 -229.165
373 4.333487 1.193168 0.02388690 -229.474
374 4.121768 1.271639 0.02097285 -202.165
375 4.123019 1.271212 0.02095057 -202.168
376 4.123833 1.268842 0.02098030 -201.892
377 4.121294 1.272202 0.02097676 -201.925
378 4.122952 1.268982 0.02096390 -201.627
379 4.121635 1.272814 0.02098060 -202.162
380 4.123585 1.269649 0.02096669 -201.902
381 4.123399 1.267790 0.02096628 -201.721
382 4.254309 0.880537 0.02102023 -209.690
383 4.121257 1.270378 0.02095456 -201.768
384 4.121071 1.270306 0.02095673 -201.830
385 4.254237 0.885621 0.02100932 -209.659
386 4.122730 1.270700 0.02095983 -201.905
387 4.253842 0.885369 0.02105124 -209.662
388 4.122877 1.268939 0.02095530 -201.589
389 4.154946 1.030511 0.01955460 -201.286
390 4.193021 0.856950 0.01920416 -201.081
391 4.193053 0.853581 0.01918903 -200.946
392 4.154311 1.031632 0.01954686 -200.968
393 4.192687 0.854760 0.01918572 -201.450
394 4.192655 0.852142 0.01918031 -201.540
395 4.063600 1.111791 0.01668596 -197.443
396 4.192711 0.854770 0.01917677 -201.355
397 4.195310 0.851572 0.01918763 -201.440
398 4.472154 0.700860 0.01874124 -201.370
399 4.472558 0.698633 0.01872330 -201.008
400 4.471750 0.697671 0.01873086 -201.076
401 4.474047 0.692451 0.01875015 -201.394
402 4.648389 0.187816 0.02116765 -212.122
403 4.472197 0.694690 0.01873730 -201.523
404 4.472268 0.694923 0.01874299 -201.343
405 4.470768 0.696454 0.01873352 -201.241
406 4.202645 0.778334 0.01839090 -208.539
407 4.200284 0.781573 0.01839299 -208.530
408 4.204289 0.778472 0.01841136 -208.264
409 3.895913 0.991473 0.01662666 -190.930
410 3.895952 0.991293 0.01661132 -190.994
411 3.894374 0.991570 0.01661351 -190.744
412 4.180995 0.675390 0.01698243 -206.480
413 4.181408 0.676410 0.01698114 -206.756
414 4.167083 0.720585 0.01692113 -219.305
415 3.968301 0.957533 0.01655456 -223.728
416 4.055182 0.815809 0.01748847 -213.082
417 3.967927 0.960459 0.01655603 -224.070
418 3.964510 1.212344 0.01810100 -211.742
419 3.965240 1.213374 0.01813272 -211.676
420 3.759580 1.137403 0.01700305 -204.162
421 3.761012 1.138543 0.01702517 -204.733
422 3.761557 1.136266 0.01700739 -204.714
423 3.676075 1.095748 0.01412930 -205.607
424 3.675074 1.095307 0.01413979 -205.293
425 3.676669 1.095598 0.01414696 -205.790
426 3.675356 1.097030 0.01413387 -205.533
427 3.616283 1.101283 0.01157115 -192.026
428 3.618963 1.101815 0.01161500 -192.531
429 3.617687 1.101159 0.01159087 -192.151
430 3.780184 0.899014 0.01305137 -205.244
431 3.620737 1.422216 0.01237395 -190.686
432 3.782632 0.896540 0.01307912 -205.635
433 3.783246 0.894818 0.01309453 -205.416
434 3.780981 0.895721 0.01305370 -205.394
435 3.695669 0.730267 0.01194685 -179.328
436 3.695010 0.731606 0.01192887 -178.745
437 3.514263 0.846221 0.00812757 -184.909
438 3.515834 0.849487 0.00815573 -185.352
439 3.495580 0.261010 0.00773096 -176.434
440 3.492095 0.263724 0.00771547 -176.666
441 3.493301 0.261425 0.00771775 -176.464
442 3.493194 0.263246 0.00772547 -176.454
443 3.493039 0.265425 0.00771301 -176.573
444 3.493673 0.259843 0.00772078 -176.625
445 3.492843 0.264507 0.00772210 -176.404
446 3.492291 0.260161 0.00770292 -176.434
447 3.493874 0.261692 0.00771789 -176.460
448 3.493394 0.260004 0.00771338 -176.571
449 3.553774 0.294616 0.00848774 -188.584
450 3.556361 0.290510 0.00850011 -188.507
451 3.800005 0.472571 0.00907875 -184.672
452 3.799426 0.479222 0.00907504 -184.156
453 3.798179 0.482946 0.00906434 -184.304
454 3.799580 0.488319 0.00909225 -184.576
455 3.626074 0.770402 0.00942666 -190.952
456 3.372248 1.048809 0.00879953 -170.055
457 3.371269 1.047380 0.00877870 -169.554
458 3.628130 0.771598 0.00944522 -190.905
459 3.629728 0.773561 0.00945865 -191.087
460 3.626977 0.778731 0.00942354 -191.067
