#sp   rion       Nb        pii      Viw
584 3.723809 1.084428 0.01245645 -204.594
585 3.723809 1.084428 0.01245645 -204.594
586 3.612806 1.036065 0.01273744 -187.573
587 3.612806 1.036061 0.01273736 -187.547
588 3.678617 0.954159 0.01302748 -198.332
589 3.646011 0.992599 0.01395601 -204.258
590 3.678617 0.953882 0.01302714 -198.337
591 3.646011 0.992599 0.01395601 -204.258
592 3.646011 0.992599 0.01395601 -204.258
593 3.646132 1.021130 0.01418546 -204.615
594 3.949722 1.007520 0.01907109 -228.310
595 4.032843 1.012811 0.01700217 -203.758
596 3.759695 1.013462 0.01482326 -215.858
597 4.032843 1.012811 0.01700259 -203.778
598 3.759695 1.013462 0.01482326 -215.858
599 3.813018 1.037132 0.01636520 -202.509
600 3.687186 1.017776 0.01265907 -209.517
601 3.813018 1.037132 0.01636496 -202.498
602 3.927744 1.074598 0.01745391 -222.857
603 3.927744 1.074598 0.01745403 -222.913
604 3.927744 1.074598 0.01745403 -222.914
